4,28,1915,24,2,26,1913,21,11,25,1914,21,19,30,1918,19,1
4,23,1915,24,1,27,1913,20,16,26,1911,22,22,28,1915,23,1
4,28,1915,22,1,23,1913,19,11,20,1910,25,22,27,1917,15,1
4,27,1916,22,2,26,1911,21,13,22,1910,22,17,23,1913,24,1
4,22,1914,22,2,14,1913,22,11,24,1912,25,20,26,1916,22,1
3,24,1913,19,2,16,1914,25,11,29,1913,22,18,27,1915,23,1
5,26,1912,23,2,30,1913,22,10,28,1913,26,16,23,1910,18,1
5,19,1914,26,2,24,1915,21,12,25,1911,25,26,26,1913,21,1
4,20,1914,24,2,31,1914,20,12,19,1911,22,28,25,1910,22,1
5,22,1916,25,2,24,1912,21,17,24,1907,26,36,31,1916,17,1
6,21,1914,28,1,15,1911,27,19,24,1904,26,29,28,1910,22,1
7,25,1912,23,1,23,1912,24,19,23,1908,24,38,26,1917,19,1
6,21,1913,24,1,19,1911,23,22,28,1911,23,23,24,1914,21,1
5,27,1913,25,1,21,1912,23,17,27,1909,27,17,25,1912,19,1
6,21,1913,29,1,19,1912,27,16,27,1917,24,28,29,1916,19,1
5,27,1914,26,1,12,1912,19,14,24,1915,21,19,29,1911,22,1
5,23,1913,26,2,26,1913,19,11,23,1912,22,23,31,1914,24,1
3,22,1915,24,1,18,1912,23,15,23,1912,23,23,28,1909,21,1
4,26,1915,22,1,11,1912,21,16,24,1916,25,22,23,1916,21,1
4,22,1916,27,2,21,1913,20,15,24,1910,23,24,29,1911,18,1
6,23,1914,25,2,23,1912,21,11,26,1911,24,28,27,1915,20,1
6,22,1916,22,2,26,1911,24,10,24,1912,28,21,24,1913,20,1
5,26,1915,26,2,19,1910,21,12,24,1909,26,28,27,1911,21,1
6,23,1917,24,2,25,1911,19,14,20,1913,25,26,35,1914,22,1
5,24,1916,24,2,18,1911,18,14,24,1910,22,21,29,1915,23,1
5,25,1917,22,2,23,1912,17,13,20,1910,28,23,33,1911,22,1
7,28,1917,22,7,46,1917,28,16,26,1915,25,35,29,1918,19,1
5,20,1916,22,4,27,1916,26,13,23,1911,21,16,32,1915,22,1
5,21,1916,22,2,23,1911,20,12,24,1909,29,22,29,1919,24,1
5,24,1918,24,2,20,1911,23,15,22,1909,22,24,27,1913,21,1
6,24,1916,23,2,27,1912,21,12,24,1914,24,20,24,1914,24,1
5,25,1916,24,1,23,1912,17,11,23,1912,25,27,31,1917,20,1
4,24,1915,24,2,19,1912,21,16,27,1910,21,30,29,1917,22,1
5,23,1915,25,2,25,1913,21,17,23,1912,26,24,25,1911,21,1
5,22,1915,27,2,31,1913,18,18,23,1913,22,29,29,1916,20,1
5,20,1915,26,1,18,1912,23,13,34,1913,21,24,25,1915,18,1
6,24,1913,28,2,16,1910,23,15,25,1911,20,36,29,1918,24,1
6,21,1914,26,2,25,1913,19,12,30,1913,24,24,30,1914,22,1
5,21,1913,24,1,13,1912,21,10,29,1914,24,22,21,1914,19,1
8,25,1915,21,1,13,1912,20,14,27,1912,27,32,31,1914,20,1
6,28,1916,24,1,16,1912,21,14,25,1910,26,30,28,1910,20,1
5,28,1917,23,1,23,1912,23,12,26,1914,28,29,30,1911,20,1
5,23,1917,27,1,18,1912,20,12,29,1911,23,29,28,1923,19,1
5,22,1915,28,1,20,1912,19,13,19,1911,25,18,28,1912,14,1
5,29,1915,21,1,20,1912,25,12,28,1912,26,19,26,1915,22,1
5,23,1916,21,1,18,1912,22,10,25,1913,25,22,29,1909,25,1
5,27,1915,27,1,25,1912,23,14,26,1912,29,23,29,1915,21,1
5,19,1916,26,1,17,1913,21,18,26,1910,27,23,29,1913,21,1
6,21,1916,25,1,13,1911,20,14,27,1914,22,30,31,1914,22,1
4,26,1916,23,1,20,1912,18,13,27,1909,22,20,26,1914,23,1
6,23,1915,25,1,15,1912,23,9,21,1910,24,21,26,1913,22,1
5,26,1914,26,2,18,1912,19,10,23,1908,26,19,30,1918,20,1
4,28,1916,22,1,21,1911,21,10,20,1911,27,16,26,1910,23,1
4,32,1916,21,1,21,1911,20,14,22,1915,26,20,26,1917,22,1
4,25,1914,21,1,13,1912,22,14,21,1913,25,15,25,1914,22,1
4,25,1915,22,2,23,1913,24,13,26,1912,27,14,29,1912,24,1
5,23,1916,26,1,18,1914,25,12,21,1911,26,14,27,1913,23,1
4,27,1917,21,1,27,1914,24,11,21,1912,26,20,31,1913,23,1
5,26,1919,24,1,25,1912,23,11,25,1911,22,16,22,1914,20,1
4,21,1917,21,1,23,1911,22,13,23,1910,26,24,29,1911,18,1
5,23,1916,23,1,18,1911,24,17,24,1911,25,23,24,1913,21,1
4,26,1915,25,1,15,1911,21,10,23,1912,21,21,24,1915,14,1
6,23,1915,23,1,17,1911,21,9,19,1911,23,18,26,1913,23,1
5,23,1915,23,2,20,1912,25,12,20,1912,21,21,29,1918,22,1
5,22,1914,24,2,25,1912,19,12,23,1913,25,24,25,1913,27,1
5,21,1914,23,2,30,1913,21,13,26,1915,23,17,32,1913,23,1
4,24,1915,24,1,19,1913,23,11,26,1912,24,20,25,1911,21,1
5,24,1917,24,1,14,1913,21,15,27,1911,22,16,25,1913,22,1
4,24,1917,20,1,18,1912,21,16,25,1912,27,19,31,1912,20,1
4,23,1917,24,1,11,1912,24,11,25,1914,24,21,28,1915,21,1
6,24,1918,23,1,14,1912,24,9,24,1913,24,18,29,1915,21,1
6,22,1915,29,1,18,1912,20,11,22,1912,25,23,27,1913,20,1
4,24,1916,24,1,19,1912,17,10,25,1911,23,13,28,1911,20,1
4,24,1916,25,1,27,1913,20,11,21,1912,24,18,28,1916,22,1
6,23,1917,24,1,16,1912,23,12,22,1911,26,21,27,1911,21,1
6,23,1916,24,1,15,1912,25,15,21,1912,24,20,26,1914,22,1
4,24,1915,24,1,18,1912,24,11,30,1912,25,20,30,1917,15,1
5,23,1916,22,1,15,1911,18,12,20,1910,26,16,26,1913,20,1
5,22,1916,21,2,16,1912,22,10,21,1910,24,15,25,1913,20,1
4,26,1915,25,1,12,1912,21,15,25,1912,24,13,26,1912,23,1
4,22,1915,26,1,13,1912,21,9,24,1914,25,14,27,1913,20,1
5,21,1916,25,1,12,1912,22,13,26,1911,24,16,26,1913,18,1
5,29,1915,21,1,18,1912,20,13,26,1910,24,22,30,1916,21,1
4,30,1915,23,2,22,1913,21,12,27,1909,26,16,23,1911,23,1
5,23,1915,18,2,22,1912,24,14,23,1908,26,17,27,1915,23,1
5,25,1916,28,1,17,1913,24,15,25,1910,23,14,24,1912,22,1
4,23,1916,24,1,25,1914,20,11,28,1911,22,19,24,1913,18,1
4,29,1916,25,1,25,1913,21,13,25,1912,25,19,29,1919,24,1
6,24,1916,27,1,24,1913,26,11,29,1910,29,28,28,1910,18,1
5,28,1916,24,1,12,1912,22,15,24,1909,24,18,29,1919,21,1
6,23,1916,25,1,14,1912,22,10,24,1913,28,21,29,1914,17,1
4,24,1917,23,2,18,1913,24,13,24,1910,24,17,27,1913,19,1
5,24,1916,24,1,27,1913,25,12,21,1911,27,17,27,1914,19,1
4,22,1916,23,1,13,1912,23,12,23,1910,23,13,28,1913,17,1
5,23,1917,26,1,16,1912,22,13,25,1910,21,18,24,1916,18,1
5,27,1917,28,2,17,1911,23,13,25,1912,23,21,31,1915,20,1
6,26,1917,28,1,14,1910,22,9,23,1910,25,17,24,1913,19,1
4,22,1917,22,2,24,1912,25,10,26,1911,23,20,31,1912,20,1
5,24,1916,24,1,20,1912,24,9,25,1910,24,18,24,1914,25,1
5,19,1916,22,1,25,1912,20,11,23,1910,26,18,27,1912,18,1
